"Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobSatisfaction","PerformanceRating","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
34,"Travel_Rarely","Research & Development",3,"Bachelor","Life Sciences","Very High","Female","High","Medium","Excellent",2,"Research Scientist","Divorced",5433,1,"No",12,"High",1,11,2,"Better",11,8,7,9,"No"
36,"Travel_Rarely","Research & Development",7,"Bachelor","Life Sciences","Low","Male","High","Medium","Excellent",1,"Laboratory Technician","Single",2013,2,"No",11,"High",0,15,4,"Better",4,3,1,3,"No"
49,"Travel_Rarely","Research & Development",6,"Below College","Life Sciences","High","Female","Medium","High","Excellent",4,"Healthcare Representative","Married",13966,2,"Yes",19,"Medium",1,30,3,"Better",15,11,2,12,"No"
36,"Non-Travel","Research & Development",1,"Master","Medical","Very High","Female","Medium","High","Excellent",2,"Manufacturing Director","Married",4374,0,"No",15,"High",0,4,6,"Better",3,2,1,2,"No"
36,"Travel_Rarely","Research & Development",3,"College","Life Sciences","Very High","Male","Very High","Low","Outstanding",2,"Healthcare Representative","Divorced",6842,6,"No",20,"Low",1,13,3,"Better",5,4,0,4,"No"
54,"Travel_Rarely","Research & Development",22,"Doctor","Medical","Medium","Female","High","High","Outstanding",4,"Manager","Married",17426,3,"No",25,"High",1,36,6,"Better",10,8,4,7,"No"
43,"Travel_Rarely","Research & Development",15,"College","Life Sciences","High","Male","Medium","High","Outstanding",4,"Research Director","Married",17603,1,"No",24,"Low",1,14,3,"Better",14,10,6,11,"No"
35,"Travel_Frequently","Sales",12,"Master","Other","Very High","Male","High","Very High","Outstanding",2,"Sales Executive","Single",4581,3,"Yes",24,"Low",0,13,2,"Best",11,9,6,7,"Yes"
38,"Travel_Frequently","Research & Development",1,"Bachelor","Life Sciences","Very High","Male","High","Very High","Excellent",2,"Research Scientist","Married",4735,7,"No",15,"Very High",2,19,4,"Best",13,11,2,9,"No"
29,"Travel_Rarely","Sales",5,"Bachelor","Medical","Low","Male","Medium","Medium","Excellent",2,"Sales Executive","Divorced",4187,1,"Yes",13,"Medium",1,10,3,"Good",10,0,0,9,"No"
33,"Travel_Rarely","Sales",2,"Master","Medical","Very High","Male","High","Very High","Excellent",2,"Sales Executive","Divorced",5505,1,"No",14,"High",2,6,5,"Better",6,2,0,4,"No"
32,"Travel_Rarely","Research & Development",2,"Bachelor","Medical","Very High","Male","High","Medium","Excellent",2,"Research Scientist","Divorced",5470,0,"No",13,"High",2,10,4,"Good",9,5,1,6,"No"
31,"Travel_Rarely","Sales",5,"Master","Life Sciences","Low","Female","High","Very High","Excellent",2,"Sales Executive","Married",5476,1,"No",11,"Low",2,10,2,"Better",10,0,0,2,"No"
49,"Travel_Rarely","Research & Development",16,"Bachelor","Medical","Very High","Female","High","Low","Excellent",1,"Laboratory Technician","Divorced",2587,4,"Yes",16,"Medium",1,17,2,"Good",2,2,2,2,"No"
38,"Travel_Frequently","Research & Development",2,"Bachelor","Medical","Very High","Female","Medium","Medium","Outstanding",1,"Laboratory Technician","Single",2440,1,"No",22,"Medium",0,4,3,"Better",4,3,3,3,"No"
47,"Travel_Rarely","Sales",2,"Master","Life Sciences","Medium","Female","Very High","Medium","Excellent",4,"Manager","Divorced",15972,6,"No",14,"High",3,29,2,"Better",3,2,1,2,"No"
49,"Travel_Rarely","Research & Development",1,"Bachelor","Life Sciences","High","Male","High","High","Excellent",4,"Manager","Single",15379,4,"No",14,"Low",0,23,2,"Better",8,7,0,0,"No"
41,"Travel_Rarely","Sales",23,"College","Life Sciences","Very High","Male","High","High","Excellent",3,"Sales Executive","Single",7082,3,"Yes",16,"Very High",0,21,2,"Better",2,0,0,2,"No"
20,"Travel_Rarely","Sales",9,"Below College","Life Sciences","Very High","Male","High","Low","Excellent",1,"Sales Representative","Single",2728,1,"No",11,"Low",0,2,3,"Better",2,2,0,2,"No"
33,"Non-Travel","Sales",16,"Bachelor","Life Sciences","High","Female","High","Very High","Outstanding",2,"Sales Executive","Divorced",5368,1,"Yes",25,"High",1,7,2,"Better",6,5,1,2,"No"
36,"Travel_Rarely","Research & Development",26,"Master","Life Sciences","Low","Male","High","High","Excellent",2,"Healthcare Representative","Married",5347,6,"No",14,"Medium",2,10,2,"Good",3,2,0,2,"No"
44,"Travel_Rarely","Human Resources",1,"Bachelor","Life Sciences","High","Female","High","Very High","Excellent",1,"Human Resources","Divorced",3195,4,"Yes",18,"Low",3,8,2,"Better",2,2,2,2,"No"
23,"Travel_Rarely","Research & Development",8,"Below College","Medical","Very High","Male","Medium","High","Excellent",1,"Laboratory Technician","Single",3989,1,"Yes",11,"Low",0,5,2,"Better",5,4,1,2,"Yes"
38,"Travel_Rarely","Research & Development",4,"College","Medical","Very High","Female","High","High","Excellent",1,"Laboratory Technician","Married",3306,7,"No",19,"Very High",1,7,5,"Good",0,0,0,0,"No"
53,"Travel_Rarely","Research & Development",24,"Master","Medical","Medium","Male","Very High","Very High","Excellent",3,"Healthcare Representative","Married",7005,3,"No",15,"High",0,11,2,"Better",4,3,1,2,"No"
48,"Travel_Frequently","Sales",7,"College","Medical","Very High","Female","High","High","Excellent",1,"Sales Representative","Married",2655,2,"Yes",11,"High",2,19,3,"Better",9,7,7,7,"Yes"
32,"Travel_Rarely","Research & Development",2,"Master","Life Sciences","Very High","Male","High","Medium","Excellent",1,"Laboratory Technician","Single",1393,1,"No",12,"Low",0,1,2,"Better",1,0,0,0,"Yes"
26,"Non-Travel","Research & Development",7,"Bachelor","Medical","Very High","Male","High","Very High","Outstanding",1,"Laboratory Technician","Single",2570,1,"No",20,"High",0,7,5,"Better",7,7,5,7,"No"
55,"Travel_Rarely","Research & Development",22,"Bachelor","Technical Degree","Low","Male","Medium","Medium","Excellent",1,"Research Scientist","Divorced",3537,5,"No",12,"Very High",1,8,1,"Better",4,2,1,2,"No"
34,"Travel_Rarely","Research & Development",5,"College","Medical","Medium","Male","Medium","Very High","Excellent",2,"Laboratory Technician","Married",3986,1,"No",14,"High",1,15,3,"Best",15,10,4,13,"No"
60,"Travel_Rarely","Research & Development",1,"Master","Medical","High","Male","Low","Very High","Outstanding",3,"Healthcare Representative","Divorced",10883,3,"No",20,"High",1,19,2,"Best",1,0,0,0,"No"
33,"Travel_Rarely","Research & Development",21,"Bachelor","Medical","Medium","Male","Very High","Medium","Excellent",1,"Laboratory Technician","Married",2028,1,"No",18,"Very High",3,14,6,"Better",14,11,2,13,"No"
37,"Travel_Frequently","Sales",1,"Master","Medical","High","Male","Low","Very High","Excellent",2,"Sales Executive","Divorced",9525,1,"No",14,"High",2,6,2,"Good",6,3,1,3,"No"
34,"Travel_Rarely","Research & Development",19,"Bachelor","Life Sciences","Medium","Female","Medium","Very High","Excellent",1,"Research Scientist","Married",2929,1,"No",12,"Medium",0,10,3,"Better",10,9,8,7,"No"
23,"Travel_Rarely","Sales",7,"Bachelor","Life Sciences","High","Male","High","Very High","Outstanding",1,"Sales Representative","Divorced",2275,1,"Yes",21,"Medium",1,3,2,"Better",3,2,0,2,"Yes"
44,"Travel_Rarely","Research & Development",2,"Bachelor","Life Sciences","High","Female","Very High","Very High","Excellent",3,"Healthcare Representative","Married",7879,1,"Yes",19,"Medium",1,9,2,"Better",8,7,6,7,"No"
35,"Travel_Frequently","Research & Development",2,"Master","Medical","Low","Male","Medium","Very High","Excellent",1,"Research Scientist","Single",4930,0,"Yes",14,"High",0,6,2,"Best",5,4,1,4,"No"
43,"Travel_Rarely","Sales",2,"Bachelor","Medical","Very High","Male","High","Very High","Excellent",2,"Sales Executive","Married",7847,1,"Yes",17,"Low",1,10,3,"Better",10,9,8,8,"No"
24,"Travel_Rarely","Research & Development",9,"Bachelor","Medical","High","Male","Very High","High","Excellent",1,"Research Scientist","Married",4401,1,"No",16,"Very High",1,5,1,"Better",5,3,0,4,"No"
41,"Travel_Rarely","Sales",6,"Bachelor","Marketing","Very High","Male","High","High","Excellent",3,"Sales Executive","Single",9241,1,"No",12,"Medium",0,10,3,"Better",10,8,8,7,"No"
29,"Travel_Rarely","Research & Development",9,"Master","Medical","Very High","Female","High","High","Excellent",1,"Laboratory Technician","Married",2974,9,"No",17,"High",1,9,2,"Better",5,3,1,2,"No"
36,"Travel_Rarely","Sales",2,"Master","Life Sciences","High","Female","High","Very High","Excellent",2,"Sales Representative","Single",4502,3,"No",15,"High",0,17,2,"Good",13,7,6,7,"No"
45,"Non-Travel","Research & Development",1,"Below College","Life Sciences","High","Male","Medium","High","Outstanding",3,"Healthcare Representative","Married",10748,3,"No",23,"Very High",1,25,3,"Good",23,15,14,4,"No"
24,"Travel_Rarely","Human Resources",22,"Below College","Human Resources","Very High","Male","Low","High","Excellent",1,"Human Resources","Married",1555,1,"No",11,"High",1,1,2,"Better",1,0,0,0,"Yes"
47,"Travel_Frequently","Sales",9,"Bachelor","Life Sciences","High","Male","Low","High","Excellent",4,"Sales Executive","Married",12936,7,"No",11,"High",0,25,3,"Bad",23,5,14,10,"Yes"
26,"Travel_Rarely","Research & Development",17,"Master","Medical","Very High","Male","Low","High","Excellent",1,"Laboratory Technician","Married",2305,1,"No",15,"High",3,3,3,"Best",3,2,0,2,"No"
45,"Travel_Rarely","Research & Development",28,"College","Technical Degree","Very High","Female","Medium","Medium","Excellent",4,"Research Director","Single",16704,1,"No",11,"High",0,21,2,"Better",21,6,8,6,"No"
32,"Travel_Frequently","Research & Development",10,"Bachelor","Life Sciences","Low","Male","High","High","Excellent",1,"Research Scientist","Married",3433,6,"No",13,"Low",1,10,3,"Good",5,2,1,3,"No"
31,"Travel_Rarely","Research & Development",2,"Master","Life Sciences","Medium","Male","High","High","Excellent",1,"Laboratory Technician","Married",3477,1,"No",14,"Very High",1,6,2,"Best",5,2,0,3,"No"
41,"Non-Travel","Human Resources",4,"Bachelor","Human Resources","High","Male","Low","Medium","Excellent",2,"Human Resources","Married",6430,6,"No",19,"Medium",1,10,4,"Better",3,2,1,2,"No"
40,"Travel_Rarely","Research & Development",8,"College","Life Sciences","Medium","Female","High","Low","Excellent",2,"Manufacturing Director","Married",6516,2,"Yes",16,"Medium",1,18,3,"Better",1,0,0,0,"No"
24,"Travel_Rarely","Research & Development",29,"Below College","Medical","Medium","Male","High","Low","Excellent",1,"Laboratory Technician","Divorced",3907,1,"No",13,"Medium",3,6,2,"Best",6,2,1,2,"No"
46,"Travel_Rarely","Research & Development",13,"Master","Life Sciences","High","Male","High","Medium","Excellent",2,"Healthcare Representative","Single",5562,6,"No",14,"Very High",0,19,3,"Better",10,7,0,9,"No"
35,"Travel_Rarely","Research & Development",27,"Master","Life Sciences","Very High","Male","High","High","Excellent",2,"Manufacturing Director","Married",6883,2,"No",16,"Medium",1,17,3,"Better",7,7,0,7,"No"
30,"Travel_Rarely","Research & Development",16,"Below College","Life Sciences","Medium","Male","High","Very High","Excellent",1,"Research Scientist","Married",2862,1,"No",12,"Medium",1,10,2,"Good",10,0,0,8,"No"
47,"Non-Travel","Sales",2,"Master","Marketing","High","Male","High","Medium","Excellent",2,"Sales Executive","Married",4978,7,"No",11,"Very High",1,4,3,"Bad",1,0,0,0,"No"
46,"Travel_Rarely","Sales",2,"Bachelor","Life Sciences","High","Male","High","Very High","Excellent",3,"Sales Executive","Divorced",10368,4,"Yes",12,"Medium",1,13,5,"Good",10,6,0,3,"No"
36,"Travel_Rarely","Sales",13,"Doctor","Marketing","Medium","Male","Medium","Low","Excellent",2,"Sales Executive","Divorced",6134,5,"Yes",13,"Medium",3,16,3,"Better",2,2,2,2,"Yes"
32,"Travel_Rarely","Sales",1,"College","Life Sciences","Low","Male","Low","Medium","Excellent",2,"Sales Executive","Single",6735,6,"No",15,"Medium",0,10,2,"Better",0,0,0,0,"Yes"
23,"Travel_Rarely","Research & Development",4,"Below College","Medical","High","Female","High","Medium","Excellent",1,"Laboratory Technician","Single",3295,1,"No",13,"High",0,3,3,"Bad",3,2,1,2,"No"
31,"Travel_Frequently","Research & Development",24,"Below College","Technical Degree","Very High","Female","High","Very High","Outstanding",2,"Manufacturing Director","Single",5238,2,"No",20,"Very High",0,9,3,"Good",5,4,1,4,"No"
39,"Non-Travel","Research & Development",1,"Bachelor","Life Sciences","Very High","Male","High","Very High","Excellent",2,"Laboratory Technician","Married",6472,1,"Yes",15,"Very High",1,9,2,"Better",9,8,5,8,"No"
32,"Travel_Rarely","Sales",19,"Bachelor","Life Sciences","Very High","Male","Low","High","Excellent",3,"Sales Executive","Married",9610,3,"No",13,"High",1,10,2,"Bad",4,3,0,2,"No"
40,"Travel_Rarely","Sales",7,"Master","Medical","Medium","Male","High","Medium","Excellent",5,"Manager","Single",19833,1,"No",14,"Medium",0,21,3,"Good",21,8,12,8,"No"
45,"Travel_Rarely","Human Resources",4,"Bachelor","Life Sciences","High","Female","Low","High","Outstanding",3,"Human Resources","Married",9756,4,"No",21,"High",2,9,2,"Best",5,0,0,3,"No"
30,"Travel_Frequently","Research & Development",2,"Master","Technical Degree","Very High","Female","Medium","Low","Excellent",1,"Research Scientist","Single",4968,0,"No",16,"Very High",0,10,2,"Better",9,7,0,7,"No"
24,"Travel_Frequently","Human Resources",10,"Bachelor","Medical","Low","Male","High","Very High","Excellent",1,"Human Resources","Married",2145,0,"No",14,"Very High",1,3,2,"Better",2,2,2,1,"No"
30,"Travel_Frequently","Human Resources",8,"Bachelor","Human Resources","High","Female","Medium","Very High","Excellent",1,"Human Resources","Divorced",2180,6,"No",11,"High",1,6,0,"Good",4,2,1,2,"Yes"
31,"Travel_Rarely","Sales",5,"Bachelor","Technical Degree","Low","Male","High","High","Excellent",2,"Sales Executive","Married",8346,1,"No",19,"High",1,6,3,"Better",5,2,0,2,"No"
27,"Travel_Rarely","Research & Development",8,"Bachelor","Medical","High","Female","High","Very High","Excellent",1,"Research Scientist","Single",3445,1,"No",11,"High",0,6,5,"Good",6,2,1,4,"No"
29,"Travel_Rarely","Sales",9,"Bachelor","Marketing","Medium","Female","Low","Medium","Excellent",1,"Sales Representative","Single",2760,1,"No",13,"High",0,2,3,"Better",2,2,2,2,"Yes"
29,"Travel_Frequently","Research & Development",1,"Bachelor","Life Sciences","Very High","Male","Very High","High","Excellent",2,"Healthcare Representative","Single",6294,8,"Yes",12,"Very High",0,10,5,"Best",3,2,0,2,"No"
30,"Travel_Rarely","Sales",15,"College","Marketing","High","Male","Medium","Low","Excellent",3,"Sales Executive","Divorced",7140,2,"No",11,"Low",1,12,2,"Better",7,7,1,7,"No"
34,"Travel_Rarely","Research & Development",2,"Master","Medical","Very High","Male","Very High","Very High","Excellent",1,"Research Scientist","Married",2932,0,"Yes",14,"Low",3,6,3,"Better",5,0,1,2,"No"
33,"Non-Travel","Sales",2,"Bachelor","Marketing","Very High","Female","High","Medium","Excellent",2,"Sales Executive","Single",5147,8,"No",15,"Very High",0,13,2,"Good",11,7,1,7,"No"
49,"Travel_Rarely","Sales",11,"Master","Marketing","Very High","Female","High","Very High","Excellent",2,"Sales Executive","Single",4507,3,"No",12,"High",0,8,1,"Best",5,1,0,4,"No"
33,"Travel_Rarely","Sales",16,"Bachelor","Life Sciences","Low","Female","High","Low","Outstanding",3,"Sales Executive","Single",8564,2,"Yes",20,"High",0,11,2,"Good",0,0,0,0,"Yes"
38,"Travel_Frequently","Research & Development",2,"College","Medical","High","Female","Medium","Medium","Excellent",1,"Laboratory Technician","Married",2468,4,"No",14,"Medium",1,9,4,"Good",6,1,0,5,"No"
31,"Travel_Rarely","Sales",16,"Master","Marketing","Low","Male","High","High","Excellent",3,"Sales Executive","Married",8161,2,"No",13,"Low",3,10,2,"Better",1,0,0,0,"Yes"
29,"Travel_Rarely","Research & Development",4,"Bachelor","Technical Degree","Very High","Female","Medium","Low","Excellent",1,"Research Scientist","Divorced",2109,1,"No",13,"High",1,1,2,"Better",1,0,0,0,"No"
30,"Travel_Rarely","Research & Development",16,"Bachelor","Life Sciences","High","Male","Very High","High","Excellent",2,"Healthcare Representative","Married",5294,3,"No",16,"High",1,10,3,"Better",7,0,1,7,"No"
32,"Non-Travel","Research & Development",5,"Master","Technical Degree","Medium","Male","High","Medium","Excellent",1,"Research Scientist","Single",2718,2,"No",14,"Medium",0,12,3,"Better",7,7,0,7,"No"
38,"Travel_Rarely","Research & Development",18,"Bachelor","Medical","Medium","Male","Low","Very High","Excellent",2,"Healthcare Representative","Married",5811,3,"Yes",16,"High",1,15,2,"Better",1,0,1,0,"No"
43,"Travel_Frequently","Research & Development",17,"Bachelor","Technical Degree","High","Male","Medium","High","Excellent",1,"Research Scientist","Married",2437,9,"Yes",16,"Very High",1,6,4,"Better",1,0,0,0,"Yes"
42,"Travel_Rarely","Research & Development",12,"Bachelor","Medical","Medium","Male","High","Medium","Outstanding",1,"Laboratory Technician","Divorced",2766,8,"No",22,"Medium",3,7,6,"Good",5,3,0,4,"No"
55,"Travel_Rarely","Research & Development",2,"Bachelor","Medical","High","Male","Medium","Low","Excellent",5,"Research Director","Married",19038,8,"No",12,"Medium",3,34,2,"Better",1,0,0,0,"No"
33,"Non-Travel","Research & Development",4,"Bachelor","Technical Degree","Very High","Male","High","Medium","Excellent",2,"Research Scientist","Divorced",3055,5,"No",15,"Very High",2,11,2,"Good",9,8,1,7,"No"
41,"Travel_Rarely","Research & Development",9,"Master","Life Sciences","High","Male","High","Low","Outstanding",1,"Laboratory Technician","Divorced",2289,1,"No",20,"Medium",2,5,2,"Better",5,3,0,4,"No"
34,"Non-Travel","Sales",10,"Bachelor","Life Sciences","Very High","Male","High","High","Excellent",2,"Sales Executive","Divorced",4001,1,"Yes",14,"High",1,15,3,"Better",15,14,0,7,"No"
53,"Non-Travel","Research & Development",1,"Master","Medical","Low","Female","Medium","High","Outstanding",4,"Manufacturing Director","Married",12965,4,"Yes",20,"Very High",3,27,2,"Good",3,2,0,2,"No"
43,"Travel_Rarely","Human Resources",2,"Bachelor","Life Sciences","Medium","Male","High","Very High","Excellent",1,"Human Resources","Single",3539,0,"No",13,"Medium",0,10,5,"Better",9,7,1,8,"No"
34,"Travel_Rarely","Sales",3,"College","Life Sciences","Very High","Female","Low","Very High","Excellent",2,"Sales Executive","Single",6029,5,"No",12,"Low",0,6,3,"Better",2,2,2,2,"No"
21,"Travel_Rarely","Sales",7,"Below College","Marketing","Medium","Male","High","Medium","Excellent",1,"Sales Representative","Single",2679,1,"No",13,"Medium",0,1,3,"Better",1,0,1,0,"Yes"
38,"Travel_Rarely","Research & Development",6,"College","Other","Very High","Female","Medium","High","Excellent",1,"Laboratory Technician","Married",3702,1,"No",11,"Medium",1,5,3,"Better",5,4,0,4,"No"
22,"Travel_Rarely","Research & Development",8,"Below College","Medical","High","Female","High","Low","Excellent",1,"Laboratory Technician","Married",2398,1,"Yes",17,"High",0,1,6,"Better",1,0,0,0,"Yes"
31,"Travel_Rarely","Sales",29,"Master","Marketing","Low","Female","Medium","Very High","Excellent",2,"Sales Executive","Married",5468,1,"No",14,"Low",2,13,3,"Better",12,7,5,7,"No"
51,"Travel_Rarely","Research & Development",3,"Bachelor","Technical Degree","Low","Female","High","High","Excellent",3,"Manager","Married",13116,2,"No",11,"Very High",0,15,2,"Better",2,2,2,2,"No"
37,"Travel_Rarely","Sales",9,"College","Marketing","Medium","Male","Medium","Medium","Excellent",2,"Sales Executive","Married",4189,1,"No",14,"Low",2,5,2,"Better",5,2,0,3,"No"
46,"Travel_Rarely","Research & Development",2,"Master","Medical","High","Male","High","Very High","Excellent",5,"Research Director","Divorced",19328,7,"Yes",17,"High",1,24,3,"Better",2,1,2,2,"No"
36,"Travel_Rarely","Research & Development",10,"Bachelor","Life Sciences","Very High","Male","High","Low","Excellent",3,"Healthcare Representative","Married",8321,7,"Yes",13,"Very High",1,15,1,"Better",12,8,5,7,"No"
44,"Travel_Frequently","Research & Development",1,"College","Medical","High","Male","High","Medium","Excellent",1,"Research Scientist","Divorced",2342,1,"Yes",12,"High",3,6,2,"Good",5,3,2,3,"Yes"
37,"Travel_Rarely","Human Resources",8,"College","Other","High","Male","High","Medium","Excellent",2,"Human Resources","Divorced",4071,2,"No",13,"High",0,19,4,"Good",10,0,4,7,"No"
35,"Travel_Rarely","Sales",27,"Bachelor","Life Sciences","High","Male","High","Very High","Excellent",2,"Sales Executive","Single",5813,1,"Yes",18,"Very High",0,10,2,"Better",10,7,7,7,"Yes"
33,"Travel_Rarely","Research & Development",8,"Master","Life Sciences","Very High","Male","Very High","Low","Excellent",1,"Research Scientist","Married",3143,6,"No",19,"Medium",1,14,1,"Better",10,8,7,6,"No"
28,"Travel_Rarely","Research & Development",1,"Bachelor","Life Sciences","High","Male","High","Very High","Excellent",1,"Research Scientist","Married",2044,1,"No",11,"High",1,5,6,"Best",5,3,0,3,"No"
39,"Travel_Rarely","Research & Development",10,"Below College","Medical","High","Male","High","High","Outstanding",3,"Research Director","Single",13464,7,"No",21,"High",0,9,3,"Better",4,3,2,2,"No"
46,"Non-Travel","Sales",26,"College","Life Sciences","Medium","Male","Medium","Medium","Excellent",2,"Sales Executive","Single",7991,8,"No",15,"High",0,6,3,"Better",2,2,2,2,"No"
40,"Travel_Rarely","Research & Development",2,"College","Life Sciences","High","Female","High","Low","Excellent",1,"Laboratory Technician","Married",3377,4,"No",17,"Very High",1,7,5,"Good",4,3,0,2,"No"
42,"Travel_Rarely","Research & Development",13,"Bachelor","Medical","Medium","Male","Very High","Low","Excellent",2,"Healthcare Representative","Married",5538,5,"No",18,"High",2,10,2,"Good",0,0,0,0,"No"
35,"Non-Travel","Research & Development",2,"College","Medical","Medium","Male","High","Very High","Excellent",2,"Manufacturing Director","Divorced",5762,2,"No",14,"High",1,15,6,"Better",7,7,1,7,"No"
38,"Non-Travel","Human Resources",2,"Bachelor","Human Resources","Low","Male","High","Medium","Excellent",1,"Human Resources","Divorced",2592,5,"No",13,"Very High",3,13,3,"Better",11,10,3,8,"No"
34,"Travel_Frequently","Research & Development",9,"Master","Life Sciences","Very High","Male","High","Low","Excellent",2,"Laboratory Technician","Married",5346,4,"No",17,"High",1,11,3,"Good",7,1,0,7,"Yes"
37,"Travel_Rarely","Research & Development",10,"Master","Medical","Very High","Male","High","Low","Excellent",2,"Manufacturing Director","Single",4213,1,"No",15,"Medium",0,10,4,"Bad",10,3,0,8,"Yes"
39,"Travel_Frequently","Sales",20,"Bachelor","Life Sciences","High","Male","High","Very High","Excellent",2,"Sales Executive","Divorced",4127,2,"No",18,"Very High",1,7,6,"Better",2,1,2,2,"No"
43,"Non-Travel","Research & Development",9,"Bachelor","Life Sciences","Low","Male","High","High","Excellent",1,"Research Scientist","Single",2438,4,"No",13,"High",0,7,2,"Good",3,2,1,2,"No"
41,"Travel_Rarely","Research & Development",5,"Bachelor","Life Sciences","Medium","Male","Very High","Medium","Excellent",2,"Healthcare Representative","Single",6870,3,"No",12,"Low",0,11,3,"Bad",3,2,1,2,"No"
41,"Travel_Rarely","Sales",4,"Below College","Marketing","High","Female","High","High","Excellent",3,"Sales Executive","Divorced",10447,0,"Yes",13,"Very High",1,23,3,"Best",22,14,13,5,"No"
30,"Travel_Rarely","Research & Development",10,"Bachelor","Medical","Low","Female","High","High","Excellent",3,"Manufacturing Director","Single",9667,9,"No",14,"Medium",0,9,3,"Better",7,7,0,2,"No"
26,"Travel_Rarely","Human Resources",20,"College","Medical","Very High","Female","High","Medium","Excellent",1,"Human Resources","Married",2148,0,"Yes",11,"High",0,6,3,"Better",5,1,1,4,"Yes"
46,"Travel_Rarely","Research & Development",21,"College","Medical","Very High","Female","High","Medium","Outstanding",2,"Healthcare Representative","Married",8926,4,"No",22,"Very High",1,13,2,"Best",9,7,3,7,"Yes"
40,"Travel_Rarely","Research & Development",1,"Bachelor","Life Sciences","High","Female","High","Very High","Excellent",2,"Healthcare Representative","Divorced",6513,4,"No",17,"Very High",1,12,3,"Better",5,3,0,3,"No"
34,"Travel_Rarely","Sales",8,"College","Technical Degree","Medium","Male","Very High","High","Outstanding",2,"Sales Executive","Married",6799,1,"No",21,"High",2,10,5,"Better",10,8,4,8,"No"
58,"Non-Travel","Sales",2,"Bachelor","Medical","Medium","Male","High","Medium","Outstanding",4,"Manager","Divorced",16291,4,"No",22,"Very High",1,37,0,"Good",16,9,14,14,"No"
35,"Travel_Rarely","Research & Development",23,"Master","Medical","Medium","Male","Low","High","Excellent",1,"Laboratory Technician","Married",2705,0,"No",16,"Medium",1,6,2,"Best",5,4,0,3,"No"
47,"Travel_Rarely","Research & Development",4,"Bachelor","Life Sciences","High","Female","Medium","Medium","Excellent",3,"Manufacturing Director","Divorced",10333,8,"Yes",12,"High",1,28,4,"Better",22,11,14,10,"No"
40,"Travel_Rarely","Research & Development",12,"Bachelor","Life Sciences","Medium","Female","High","Low","Excellent",2,"Healthcare Representative","Divorced",4448,2,"No",12,"Medium",1,15,3,"Better",7,4,7,7,"No"
54,"Travel_Rarely","Research & Development",7,"Master","Medical","Very High","Female","High","Very High","Excellent",2,"Research Scientist","Married",6854,4,"No",15,"Medium",1,14,2,"Good",7,1,1,7,"No"
31,"Travel_Frequently","Sales",7,"Master","Marketing","Low","Female","High","Low","Excellent",3,"Sales Executive","Married",9637,2,"No",14,"Very High",2,9,3,"Better",3,2,2,2,"No"
28,"Travel_Rarely","Research & Development",1,"Bachelor","Medical","High","Female","High","Low","Outstanding",1,"Research Scientist","Married",3591,1,"No",25,"High",1,3,3,"Better",3,2,1,2,"No"
38,"Travel_Rarely","Sales",2,"Master","Marketing","Medium","Female","Low","Very High","Outstanding",2,"Sales Representative","Married",5405,2,"Yes",20,"Low",2,20,4,"Good",4,2,0,3,"No"
26,"Travel_Rarely","Sales",10,"Bachelor","Medical","High","Male","High","Very High","Excellent",2,"Sales Executive","Single",4684,1,"No",13,"Low",0,5,4,"Better",5,3,1,2,"No"
58,"Travel_Frequently","Research & Development",15,"Master","Life Sciences","Low","Male","High","High","Excellent",4,"Research Director","Married",15787,2,"Yes",14,"Medium",0,23,3,"Better",2,2,2,2,"No"
18,"Non-Travel","Research & Development",14,"Bachelor","Medical","Medium","Female","High","High","Excellent",1,"Research Scientist","Single",1514,1,"No",16,"High",0,0,4,"Bad",0,0,0,0,"No"
31,"Travel_Rarely","Human Resources",18,"Doctor","Human Resources","Very High","Male","Very High","Low","Excellent",1,"Human Resources","Married",2956,0,"No",17,"High",0,2,4,"Better",1,0,0,0,"Yes"
29,"Travel_Rarely","Human Resources",13,"Bachelor","Human Resources","Low","Male","Medium","Low","Excellent",1,"Human Resources","Divorced",2335,4,"Yes",15,"Very High",3,4,3,"Better",2,2,2,0,"Yes"
45,"Non-Travel","Sales",2,"Master","Life Sciences","High","Female","High","High","Outstanding",2,"Sales Executive","Married",5154,4,"No",22,"Medium",2,10,3,"Best",8,7,5,7,"No"
36,"Travel_Rarely","Research & Development",2,"Master","Other","Very High","Female","High","Medium","Outstanding",2,"Research Scientist","Married",6962,4,"Yes",22,"Very High",1,15,2,"Better",1,0,0,0,"No"
43,"Travel_Frequently","Sales",2,"Master","Life Sciences","Low","Male","High","Very High","Outstanding",2,"Sales Executive","Married",5675,1,"No",20,"High",1,7,5,"Better",7,7,7,7,"No"
27,"Travel_Frequently","Research & Development",5,"College","Life Sciences","Very High","Female","High","Very High","Excellent",1,"Laboratory Technician","Single",2379,0,"Yes",14,"High",0,6,3,"Good",5,4,0,2,"No"
29,"Travel_Frequently","Research & Development",20,"Below College","Medical","Very High","Male","High","Very High","Excellent",1,"Laboratory Technician","Married",3812,1,"No",13,"Medium",0,11,3,"Best",11,8,3,10,"No"
