"Age","DistanceFromHome","MonthlyIncome","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Department","EnvironmentSatisfaction","JobInvolvement","JobSatisfaction","JobRole","OverTime","WorkLifeBalance","Attrition"
34,1,5343,14,3,13,9,9,"Research & Development","Very High","Medium","Low","Healthcare Representative","No","Better","No"
35,4,2376,2,2,2,2,2,"Research & Development","Very High","Medium","Very High","Laboratory Technician","No","Best","No"
43,9,5346,7,2,4,3,3,"Sales","Low","Low","High","Sales Executive","No","Good","Yes"
32,2,2827,1,3,1,0,0,"Sales","High","High","Low","Sales Representative","No","Better","No"
56,4,19943,28,2,5,2,2,"Research & Development","Very High","High","Low","Manager","No","Better","No"
29,6,3131,10,5,10,8,8,"Research & Development","Medium","High","Very High","Laboratory Technician","No","Better","No"
19,9,2552,1,4,1,1,0,"Research & Development","High","High","Low","Research Scientist","No","Better","No"
45,7,4477,7,2,3,2,2,"Research & Development","Low","High","High","Research Scientist","Yes","Good","No"
37,1,6474,14,2,14,8,11,"Research & Development","Very High","Medium","Very High","Manufacturing Director","No","Good","No"
20,3,3033,2,2,2,2,2,"Research & Development","Low","Medium","High","Laboratory Technician","No","Good","No"
44,10,2936,6,4,6,4,2,"Research & Development","High","High","High","Research Scientist","Yes","Better","Yes"
53,7,18606,26,6,7,7,7,"Research & Development","Very High","High","High","Manager","No","Better","No"
29,15,2168,6,2,5,4,3,"Research & Development","Medium","Low","Very High","Research Scientist","Yes","Good","No"
22,3,2853,1,5,0,0,0,"Research & Development","High","Medium","Very High","Research Scientist","Yes","Better","Yes"
46,2,17048,28,2,26,15,9,"Sales","High","High","Low","Manager","No","Better","No"
44,17,2290,6,3,0,0,0,"Research & Development","Very High","Low","High","Research Scientist","No","Better","No"
33,2,3600,5,2,5,4,4,"Human Resources","Medium","High","High","Human Resources","No","Better","No"
41,5,2107,5,2,1,0,0,"Research & Development","Low","Medium","Low","Research Scientist","No","Bad","Yes"
30,29,4115,8,3,4,3,3,"Sales","High","High","Low","Sales Executive","No","Better","No"
40,2,4327,5,2,0,0,0,"Sales","Medium","High","Medium","Sales Executive","No","Better","No"
50,2,17856,32,3,2,2,2,"Research & Development","Very High","High","Low","Manager","No","Better","No"
28,19,3196,6,2,6,5,3,"Research & Development","Very High","Medium","Low","Laboratory Technician","No","Better","No"
46,15,19081,25,2,4,2,3,"Research & Development","Very High","High","Medium","Research Director","No","Better","No"
35,17,8966,15,2,7,7,7,"Sales","High","High","Low","Sales Executive","Yes","Better","No"
24,17,2210,1,3,1,0,0,"Research & Development","Very High","High","Medium","Laboratory Technician","No","Bad","Yes"
33,25,4539,10,3,10,7,1,"Sales","Medium","High","High","Sales Executive","No","Good","No"
36,6,2741,7,4,7,7,7,"Research & Development","High","Low","High","Laboratory Technician","No","Better","No"
30,7,3491,10,4,10,7,9,"Research & Development","High","High","High","Laboratory Technician","No","Good","No"
44,29,4541,20,3,20,11,17,"Research & Development","Very High","High","Very High","Research Scientist","No","Better","No"
20,21,2678,2,2,2,1,2,"Sales","High","Very High","Very High","Sales Representative","No","Better","No"
46,2,7379,12,3,6,3,4,"Research & Development","Very High","High","Very High","Manufacturing Director","No","Good","No"
42,2,6272,10,3,4,3,3,"Human Resources","Very High","Very High","Low","Human Resources","No","Best","No"
60,7,5220,12,3,11,7,9,"Sales","Medium","Very High","Very High","Sales Executive","Yes","Better","No"
32,13,2743,2,2,2,2,2,"Research & Development","High","Medium","Medium","Laboratory Technician","No","Better","No"
32,2,4998,10,2,8,7,7,"Research & Development","Very High","High","High","Research Scientist","Yes","Better","No"
36,1,10252,17,2,7,7,7,"Research & Development","High","Low","Low","Manufacturing Director","Yes","Better","No"
33,9,2781,15,5,14,10,10,"Research & Development","Low","High","Very High","Research Scientist","No","Better","No"
40,10,6852,7,2,5,1,3,"Sales","Medium","Medium","Medium","Sales Executive","No","Best","No"
25,10,4950,5,4,4,3,1,"Sales","High","High","Very High","Sales Executive","No","Better","No"
30,1,3579,12,2,11,9,7,"Research & Development","Very High","High","Medium","Research Scientist","Yes","Better","No"
42,26,13191,20,6,1,0,0,"Research & Development","Low","High","Low","Research Director","Yes","Better","No"
35,8,10377,16,6,13,2,12,"Sales","High","Medium","Very High","Sales Executive","Yes","Good","No"
27,14,2235,9,3,9,7,8,"Research & Development","Low","High","Low","Research Scientist","Yes","Good","No"
54,1,10502,33,2,5,4,4,"Research & Development","Very High","High","High","Manufacturing Director","No","Bad","No"
44,2,2011,10,5,10,5,7,"Research & Development","Low","Very High","Very High","Research Scientist","No","Better","No"
19,10,1859,1,2,1,1,0,"Research & Development","Low","Medium","Medium","Research Scientist","Yes","Best","Yes"
29,1,3760,3,5,3,2,2,"Research & Development","Low","High","Very High","Research Scientist","No","Better","No"
54,3,17779,36,2,10,9,9,"Research & Development","Very High","High","Very High","Research Director","No","Better","No"
31,11,6833,6,2,6,5,1,"Research & Development","High","High","Low","Healthcare Representative","Yes","Good","No"
31,24,6812,10,2,10,9,8,"Research & Development","High","Medium","Low","Healthcare Representative","No","Better","No"
59,3,5171,13,2,6,1,5,"Sales","High","Medium","Very High","Sales Executive","No","Better","No"
43,3,19740,25,2,8,7,7,"Research & Development","High","Low","Very High","Research Director","No","Better","No"
49,4,18711,23,2,1,0,0,"Research & Development","Low","Medium","High","Manager","No","Best","No"
36,3,3692,12,2,11,10,7,"Research & Development","High","High","Medium","Research Scientist","No","Good","No"
48,2,2559,7,4,1,0,0,"Research & Development","Very High","Very High","Medium","Laboratory Technician","No","Good","No"
27,4,2517,5,2,5,3,3,"Research & Development","Low","High","High","Research Scientist","No","Better","No"
29,7,6623,6,2,6,0,0,"Research & Development","High","High","Very High","Healthcare Representative","Yes","Better","No"
48,1,18265,25,3,1,0,0,"Research & Development","Very High","Medium","Very High","Research Director","No","Best","No"
29,1,16124,9,2,7,7,7,"Research & Development","Very High","Medium","Very High","Research Director","No","Good","No"
34,20,2585,2,5,1,0,0,"Research & Development","High","Very High","High","Research Scientist","No","Good","No"
44,5,18213,26,5,22,9,10,"Sales","Medium","High","Medium","Manager","No","Better","No"
33,10,8380,10,3,9,8,8,"Sales","Very High","Very High","High","Sales Executive","Yes","Better","No"
19,25,2994,1,2,1,0,1,"Research & Development","Medium","Very High","Very High","Research Scientist","Yes","Better","No"
23,1,1223,1,2,1,0,1,"Research & Development","Very High","High","High","Research Scientist","No","Better","No"
25,24,1118,1,4,1,0,0,"Sales","High","Low","Very High","Sales Representative","Yes","Better","Yes"
26,4,2875,8,2,8,5,2,"Research & Development","High","High","Very High","Research Scientist","Yes","Good","No"
45,2,18824,26,2,24,10,11,"Sales","Low","Low","Medium","Manager","Yes","Better","Yes"
55,8,13577,34,3,33,9,0,"Research & Development","Very High","Medium","Medium","Healthcare Representative","Yes","Better","No"
21,10,2625,2,2,2,2,2,"Research & Development","Low","Medium","High","Laboratory Technician","No","Bad","Yes"
46,4,18789,26,2,11,4,8,"Sales","Very High","Medium","Medium","Manager","No","Better","No"
34,2,4538,4,3,3,2,2,"Sales","High","High","Low","Sales Executive","Yes","Better","No"
51,9,19847,31,5,29,10,10,"Sales","Very High","High","Medium","Manager","Yes","Good","No"
59,18,10512,25,6,9,7,4,"Research & Development","Very High","High","Very High","Manufacturing Director","No","Good","No"
34,19,4444,15,2,11,8,10,"Research & Development","High","High","Medium","Laboratory Technician","No","Best","No"
28,1,2154,5,2,4,2,2,"Research & Development","Very High","High","High","Laboratory Technician","Yes","Good","No"
44,4,19190,26,4,25,9,13,"Research & Development","High","Very High","Low","Manager","No","Good","No"
34,11,4490,14,5,10,9,8,"Human Resources","High","Medium","Medium","Human Resources","No","Best","No"
35,6,3506,4,3,3,2,2,"Research & Development","High","High","High","Research Scientist","Yes","Better","No"
42,7,2372,18,2,1,0,0,"Research & Development","Medium","Very High","Medium","Research Scientist","Yes","Better","No"
43,4,10231,23,3,21,7,17,"Sales","Very High","Medium","Very High","Sales Executive","No","Best","No"
36,2,5410,18,2,16,14,12,"Research & Development","High","High","Medium","Manufacturing Director","Yes","Better","No"
44,15,7978,10,2,10,7,5,"Research & Development","Low","High","Very High","Healthcare Representative","No","Better","Yes"
28,2,3867,2,2,2,2,2,"Research & Development","Very High","Medium","Very High","Laboratory Technician","Yes","Better","No"
51,6,2838,8,6,7,0,7,"Research & Development","Medium","Medium","High","Laboratory Technician","No","Good","No"
30,9,4695,10,3,8,4,7,"Research & Development","High","High","High","Manufacturing Director","Yes","Better","No"
29,7,3339,10,2,7,7,7,"Research & Development","Medium","High","High","Laboratory Technician","Yes","Better","Yes"
28,1,2080,5,2,3,2,2,"Research & Development","Very High","High","Low","Research Scientist","No","Good","No"
25,1,2096,2,3,2,2,1,"Research & Development","Very High","High","Medium","Research Scientist","No","Good","No"
32,8,6209,10,4,10,7,8,"Sales","High","Very High","Very High","Sales Executive","No","Best","No"
45,25,18061,22,4,0,0,0,"Research & Development","Medium","High","Medium","Manager","No","Better","No"
39,13,17123,21,4,19,9,2,"Research & Development","High","Medium","Medium","Manager","Yes","Better","No"
58,23,2372,2,3,2,2,2,"Research & Development","Low","High","High","Research Scientist","No","Better","No"
32,7,4883,10,3,10,4,1,"Research & Development","Very High","High","High","Laboratory Technician","No","Better","Yes"
39,23,3904,6,2,5,2,3,"Research & Development","High","High","Low","Research Scientist","No","Better","Yes"
30,6,4627,10,6,9,2,7,"Research & Development","Low","Medium","Very High","Laboratory Technician","No","Better","No"
36,10,7094,10,0,7,7,7,"Research & Development","Very High","High","High","Healthcare Representative","No","Better","No"
46,1,3423,10,3,7,6,7,"Human Resources","Very High","High","Low","Human Resources","No","Best","No"
28,1,6674,10,6,9,8,5,"Research & Development","High","Low","Very High","Laboratory Technician","No","Better","No"
50,28,16880,25,2,3,2,2,"Research & Development","Very High","High","Low","Research Director","Yes","Better","No"
40,25,9094,9,2,5,4,0,"Sales","Very High","Medium","Medium","Sales Executive","Yes","Better","Yes"
52,5,8446,10,2,8,7,7,"Sales","Medium","High","Medium","Sales Executive","Yes","Good","Yes"
30,17,11916,9,2,9,1,8,"Research & Development","Medium","High","Low","Manager","Yes","Better","No"
39,18,4534,9,6,8,7,7,"Research & Development","Low","High","High","Manufacturing Director","No","Better","No"
31,2,9852,10,5,10,8,6,"Sales","Very High","High","High","Sales Executive","Yes","Good","No"
41,10,6151,19,4,19,2,9,"Sales","High","Low","Medium","Sales Executive","No","Better","No"
31,1,2302,3,2,3,2,2,"Sales","Very High","High","Medium","Sales Representative","Yes","Best","Yes"
44,3,2362,10,4,3,2,2,"Research & Development","Low","High","Low","Laboratory Technician","No","Best","Yes"
42,2,17861,21,3,20,8,10,"Research & Development","High","High","High","Manager","Yes","Good","No"
55,2,19187,23,5,19,9,11,"Research & Development","Very High","Low","High","Manager","No","Better","No"
56,8,19717,36,4,7,3,7,"Human Resources","Very High","High","Medium","Manager","No","Better","No"
40,16,3544,6,0,4,2,0,"Research & Development","High","High","High","Research Scientist","No","Better","No"
34,9,8500,10,0,9,7,6,"Research & Development","Very High","High","Very High","Healthcare Representative","No","Good","No"
40,2,4661,9,4,9,8,8,"Research & Development","High","High","Very High","Research Scientist","No","Better","No"
41,1,4103,10,2,9,3,7,"Sales","High","High","Low","Sales Executive","No","Better","No"
35,4,4249,9,3,9,6,1,"Research & Development","High","High","High","Research Scientist","Yes","Better","No"
51,5,14026,33,2,33,9,10,"Human Resources","High","High","Medium","Manager","Yes","Better","No"
38,2,6893,11,3,7,7,7,"Sales","Medium","High","Low","Sales Executive","No","Better","No"
34,15,6125,10,6,10,8,6,"Sales","High","High","Low","Sales Executive","No","Best","No"
25,19,3669,7,6,3,2,2,"Research & Development","Very High","High","Very High","Laboratory Technician","No","Good","No"
58,7,10008,31,0,10,9,9,"Research & Development","High","Medium","Low","Manufacturing Director","Yes","Good","Yes"
40,1,2387,7,3,4,2,3,"Research & Development","Medium","High","Medium","Laboratory Technician","No","Better","No"
36,7,4639,17,2,15,7,13,"Sales","Low","Very High","Low","Sales Executive","No","Good","No"
48,4,7898,11,2,10,9,8,"Research & Development","Very High","High","Very High","Manufacturing Director","No","Better","No"
27,11,2534,5,4,1,0,0,"Sales","High","Very High","Very High","Sales Representative","No","Better","No"
51,11,13142,29,1,5,2,3,"Research & Development","Very High","Medium","Medium","Manufacturing Director","No","Good","No"
18,1,1611,0,5,0,0,0,"Research & Development","Very High","High","Very High","Laboratory Technician","No","Best","No"
35,1,5363,10,0,9,7,0,"Research & Development","Very High","Medium","Very High","Laboratory Technician","No","Better","No"
27,2,5071,8,3,6,2,0,"Sales","Very High","Low","Very High","Sales Executive","No","Better","No"
55,13,13695,24,2,19,7,8,"Sales","Low","Very High","High","Sales Executive","Yes","Good","Yes"
56,23,13402,33,0,19,16,9,"Research & Development","Very High","High","Medium","Manufacturing Director","Yes","Better","No"
34,26,2029,5,2,5,4,0,"Research & Development","Low","Medium","High","Research Scientist","No","Better","No"
40,2,6377,15,0,12,11,8,"Research & Development","Medium","Very High","High","Healthcare Representative","No","Better","No"
34,29,5429,10,1,8,7,7,"Research & Development","Medium","High","High","Laboratory Technician","No","Better","No"
31,2,2785,3,3,1,0,0,"Sales","High","Medium","Very High","Sales Representative","No","Best","Yes"
35,18,4614,5,0,4,2,2,"Sales","Very High","High","High","Sales Executive","Yes","Good","Yes"
38,7,2610,4,2,4,2,3,"Research & Development","Very High","Very High","High","Research Scientist","No","Better","No"
34,2,6687,14,2,14,11,11,"Research & Development","High","High","Very High","Healthcare Representative","No","Best","No"
28,26,4724,5,0,5,3,4,"Sales","High","Medium","Low","Sales Executive","No","Better","No"
31,22,6179,10,3,10,2,7,"Research & Development","Very High","High","High","Manufacturing Director","Yes","Good","Yes"
39,21,6120,8,2,5,4,4,"Sales","Low","Medium","Very High","Sales Executive","Yes","Best","No"
51,2,10596,14,5,4,2,2,"Sales","Medium","High","Medium","Sales Executive","No","Better","No"
41,22,5467,12,4,6,2,3,"Research & Development","Very High","High","Very High","Research Scientist","Yes","Good","No"
37,4,2996,8,2,6,4,3,"Research & Development","High","High","High","Research Scientist","Yes","Better","No"
33,5,9998,8,2,5,4,2,"Sales","Medium","High","Very High","Sales Executive","No","Best","No"
32,2,4078,4,3,3,2,2,"Sales","High","High","Medium","Sales Executive","Yes","Good","No"
39,25,10920,13,2,6,4,5,"Research & Development","High","High","High","Healthcare Representative","No","Better","No"
25,18,6232,6,3,3,2,2,"Sales","Low","Very High","High","Sales Executive","No","Good","No"
52,28,13247,24,3,5,3,2,"Research & Development","Very High","Very High","High","Manufacturing Director","Yes","Good","No"
43,6,4081,20,3,20,7,8,"Research & Development","Low","Medium","High","Research Scientist","Yes","Bad","No"
27,10,5769,6,3,6,2,4,"Sales","Very High","Medium","Very High","Sales Executive","Yes","Better","No"
27,17,2394,8,2,8,2,7,"Research & Development","Very High","High","High","Research Scientist","Yes","Better","Yes"
26,2,3904,5,2,4,3,1,"Research & Development","Low","Medium","Very High","Research Scientist","No","Better","No"
42,10,16799,21,5,20,7,9,"Human Resources","High","High","Low","Manager","No","Better","No"
52,8,2950,12,2,5,4,4,"Research & Development","High","High","Low","Laboratory Technician","No","Bad","No"
37,11,3629,8,6,3,2,2,"Research & Development","Low","High","High","Laboratory Technician","No","Better","No"
35,18,9362,10,2,2,2,2,"Research & Development","High","High","Very High","Manufacturing Director","No","Better","No"
25,1,3229,7,2,3,2,2,"Research & Development","Low","High","Very High","Laboratory Technician","No","Good","No"
26,7,3578,8,2,7,7,7,"Research & Development","High","Very High","Low","Laboratory Technician","No","Better","No"
29,17,7988,10,3,10,9,9,"Human Resources","Medium","Medium","Low","Human Resources","No","Good","No"
49,28,4284,20,2,4,3,3,"Research & Development","Low","Medium","Low","Laboratory Technician","No","Better","Yes"
29,14,7553,9,1,8,7,7,"Research & Development","High","High","Very High","Healthcare Representative","Yes","Better","Yes"
54,1,17328,29,3,20,7,7,"Research & Development","Very High","High","Very High","Research Director","No","Good","No"
58,1,19701,32,3,9,8,5,"Research & Development","Very High","High","Low","Research Director","Yes","Better","No"
55,1,14732,31,4,7,7,0,"Research & Development","Medium","Very High","Very High","Research Director","No","Best","No"
36,3,9278,15,3,5,4,1,"Sales","Low","High","Medium","Sales Executive","Yes","Better","No"
31,1,1359,1,3,1,0,0,"Sales","Medium","Low","High","Sales Representative","No","Better","Yes"
30,7,4779,8,3,3,2,2,"Sales","Very High","High","Low","Sales Executive","No","Better","No"
31,8,16422,9,3,3,2,0,"Research & Development","Low","High","Medium","Research Director","No","Best","No"
34,1,2996,10,2,4,3,3,"Research & Development","Very High","High","Low","Research Scientist","No","Better","No"
31,8,1261,1,3,1,0,0,"Research & Development","Low","Medium","Medium","Research Scientist","No","Best","Yes"
27,11,2099,6,3,5,0,4,"Research & Development","Medium","High","Low","Laboratory Technician","No","Best","No"
36,4,5810,10,2,10,4,8,"Research & Development","Low","Medium","Very High","Laboratory Technician","No","Good","No"
36,16,5647,11,3,3,2,2,"Sales","High","Medium","Low","Sales Executive","No","Good","No"
47,1,3420,17,2,6,5,2,"Research & Development","Low","High","Very High","Research Scientist","No","Good","No"
25,9,4400,6,2,3,2,2,"Sales","Low","Medium","Low","Sales Representative","No","Better","Yes"
37,5,3500,7,2,6,5,3,"Research & Development","High","Very High","High","Laboratory Technician","No","Bad","No"
56,1,2066,5,3,3,2,0,"Research & Development","Low","High","Low","Research Scientist","No","Best","No"
47,2,17169,26,2,20,17,6,"Research & Development","Low","High","High","Research Director","No","Best","No"
24,4,4162,5,3,5,4,3,"Sales","Very High","High","High","Sales Executive","Yes","Better","No"
32,7,9204,7,3,4,3,3,"Sales","Very High","High","Very High","Sales Executive","No","Good","No"
34,1,3294,7,2,5,4,2,"Research & Development","Very High","Medium","Medium","Laboratory Technician","No","Good","No"
41,5,2127,7,5,4,2,3,"Research & Development","Medium","Very High","High","Research Scientist","Yes","Good","No"
40,9,3975,11,2,8,7,7,"Research & Development","High","High","High","Laboratory Technician","No","Best","No"
31,8,10793,13,5,13,7,9,"Sales","Low","High","Very High","Sales Executive","No","Better","No"
46,9,10096,28,1,7,7,3,"Sales","Low","High","Very High","Sales Executive","No","Best","Yes"
39,2,3646,11,2,1,0,0,"Research & Development","Low","Medium","Low","Laboratory Technician","Yes","Best","Yes"
31,1,7446,10,2,10,8,7,"Research & Development","High","Very High","Medium","Manufacturing Director","No","Better","Yes"
45,20,10851,24,2,7,7,7,"Research & Development","Medium","Low","Low","Healthcare Representative","Yes","Better","No"
31,8,2109,8,3,3,2,2,"Human Resources","Very High","Very High","Medium","Human Resources","No","Better","No"
31,2,3722,7,2,2,2,2,"Research & Development","Medium","High","Very High","Laboratory Technician","Yes","Bad","Yes"
45,29,9380,10,4,3,1,2,"Research & Development","Medium","High","Very High","Manufacturing Director","Yes","Best","No"
48,7,5486,15,3,2,2,2,"Sales","High","High","Low","Sales Executive","No","Better","No"
34,9,2742,2,0,2,2,2,"Human Resources","Low","High","High","Human Resources","No","Better","Yes"
40,8,13757,16,5,9,8,8,"Research & Development","Very High","Medium","Medium","Research Director","No","Better","No"
28,5,8463,6,4,5,4,3,"Sales","Very High","High","Low","Sales Executive","No","Better","No"
44,5,3162,7,5,5,2,3,"Research & Development","High","Medium","High","Laboratory Technician","No","Better","No"
53,2,16598,35,2,9,8,8,"Research & Development","Very High","Very High","Medium","Research Director","No","Good","No"
49,5,6651,20,0,3,2,2,"Research & Development","Low","High","High","Healthcare Representative","No","Good","No"
40,2,2345,8,3,3,1,2,"Research & Development","High","High","High","Research Scientist","No","Best","No"
44,20,3420,6,3,5,2,3,"Research & Development","Very High","High","Medium","Research Scientist","No","Good","No"
33,7,4373,5,2,4,3,3,"Sales","Very High","High","Low","Sales Executive","No","Better","No"
34,3,4759,15,2,13,9,12,"Sales","Very High","Low","Low","Sales Executive","No","Better","No"
30,16,5301,4,2,2,1,2,"Sales","Very High","High","High","Sales Executive","No","Good","No"
42,9,3673,12,3,12,9,8,"Research & Development","Low","High","Very High","Laboratory Technician","No","Better","No"
44,1,4768,11,4,1,0,0,"Sales","Low","High","High","Sales Executive","No","Good","No"
30,7,1274,1,2,1,0,0,"Research & Development","High","High","High","Research Scientist","No","Good","No"
57,1,4900,13,2,12,9,8,"Research & Development","Medium","Very High","High","Research Scientist","No","Good","No"
49,7,10466,29,3,8,7,7,"Research & Development","High","High","Medium","Healthcare Representative","No","Better","No"
34,15,17007,16,3,14,8,9,"Research & Development","Medium","High","Low","Research Director","No","Good","No"
28,1,2909,5,3,3,2,2,"Sales","Low","High","High","Sales Representative","No","Best","Yes"
29,13,5765,7,4,5,3,0,"Sales","Low","High","Medium","Sales Executive","No","Bad","Yes"
34,24,4599,16,2,15,9,10,"Sales","Low","Medium","Medium","Sales Executive","Yes","Best","Yes"
35,7,2404,1,3,1,0,0,"Sales","Very High","High","High","Sales Representative","No","Better","No"
24,9,3172,4,2,0,0,0,"Research & Development","Medium","High","Low","Laboratory Technician","Yes","Good","Yes"
24,13,2033,1,2,1,0,0,"Sales","Very High","High","Medium","Sales Representative","No","Better","No"
44,2,10209,16,2,2,2,2,"Research & Development","Medium","High","High","Manufacturing Director","Yes","Good","No"
29,19,8620,10,3,10,7,4,"Sales","High","Medium","High","Sales Executive","No","Better","No"
30,1,2064,6,3,5,3,3,"Human Resources","High","High","High","Human Resources","No","Best","No"
55,4,4035,4,2,3,2,2,"Research & Development","Very High","High","High","Healthcare Representative","Yes","Better","No"
33,4,3838,8,5,5,4,2,"Research & Development","Low","Medium","Medium","Laboratory Technician","No","Better","No"
47,14,4591,11,4,5,4,2,"Sales","High","High","High","Sales Executive","Yes","Good","No"
28,2,2561,8,2,0,0,0,"Research & Development","High","Medium","Low","Laboratory Technician","No","Good","Yes"
28,1,1563,1,2,1,0,0,"Research & Development","Low","Medium","High","Research Scientist","No","Bad","No"
28,7,4898,5,5,4,2,3,"Sales","High","High","Low","Sales Executive","No","Better","No"
49,3,4789,10,3,3,2,2,"Research & Development","High","Medium","Low","Laboratory Technician","No","Better","No"
29,2,3180,4,3,3,2,2,"Research & Development","Very High","High","Medium","Laboratory Technician","No","Better","No"
28,29,6549,8,2,8,6,7,"Research & Development","High","Low","Medium","Manufacturing Director","No","Good","No"
33,8,6388,14,6,0,0,0,"Research & Development","Very High","High","High","Healthcare Representative","Yes","Better","No"
32,10,11244,10,5,5,2,0,"Research & Development","High","High","Very High","Manager","No","Best","No"
54,11,16032,26,2,14,9,12,"Research & Development","Medium","High","Very High","Manager","No","Better","No"
29,1,2362,11,2,9,7,7,"Research & Development","Low","Medium","Low","Research Scientist","No","Bad","Yes"
44,28,16328,24,1,20,6,17,"Research & Development","Very High","High","Low","Research Director","No","Best","No"
39,6,8376,9,3,2,0,2,"Research & Development","Medium","High","Medium","Manufacturing Director","No","Better","No"
46,3,16606,23,2,13,12,1,"Sales","High","High","Medium","Manager","No","Best","No"
35,16,8606,11,3,11,8,3,"Research & Development","Very High","Medium","Medium","Healthcare Representative","No","Bad","No"
23,20,2272,5,2,4,3,2,"Research & Development","Low","High","High","Laboratory Technician","No","Better","No"
40,9,2018,15,3,5,4,0,"Research & Development","Very High","High","Low","Laboratory Technician","No","Bad","Yes"
34,1,7083,10,3,10,9,6,"Sales","Very High","Medium","High","Sales Executive","Yes","Better","No"
31,3,4084,7,2,7,2,7,"Research & Development","Very High","High","High","Research Scientist","No","Bad","Yes"
50,22,14411,32,2,32,6,9,"Research & Development","High","Low","Very High","Research Director","Yes","Better","No"
34,7,2308,12,4,11,10,7,"Sales","Medium","High","High","Sales Representative","Yes","Better","No"
42,2,4841,4,3,1,0,0,"Research & Development","High","Medium","Medium","Laboratory Technician","No","Better","No"
37,13,4285,10,2,10,8,7,"Research & Development","Low","High","Very High","Research Scientist","No","Better","No"
29,8,9715,9,3,7,7,7,"Research & Development","High","Low","Low","Healthcare Representative","No","Better","No"
33,25,4320,5,2,5,3,2,"Research & Development","Very High","Medium","Medium","Manufacturing Director","No","Better","No"
45,28,2132,8,3,5,4,3,"Research & Development","Very High","High","Very High","Research Scientist","No","Better","No"
42,2,10124,24,3,20,8,9,"Research & Development","Very High","High","Very High","Healthcare Representative","Yes","Bad","No"
40,9,5473,9,5,8,4,1,"Sales","Low","High","Low","Sales Executive","No","Best","No"
33,28,5207,15,3,15,14,7,"Research & Development","Medium","High","High","Laboratory Technician","Yes","Better","No"
40,6,16437,21,2,21,7,7,"Human Resources","High","High","Very High","Manager","Yes","Better","No"
24,21,2296,2,3,1,1,0,"Research & Development","High","Medium","Low","Laboratory Technician","No","Better","No"
40,8,4069,8,2,2,2,2,"Research & Development","Very High","High","Very High","Healthcare Representative","Yes","Better","No"
45,1,7441,10,4,10,8,7,"Research & Development","Low","High","Medium","Healthcare Representative","No","Better","No"
35,28,2430,6,5,5,3,2,"Sales","Medium","Medium","High","Sales Representative","No","Better","No"
32,5,5878,12,2,7,1,5,"Research & Development","Very High","Medium","Medium","Research Scientist","No","Better","No"
36,2,2644,7,3,3,2,2,"Sales","High","High","Very High","Sales Representative","Yes","Good","No"
48,16,6439,18,2,8,7,7,"Sales","High","High","High","Sales Executive","No","Better","No"
29,9,2451,5,2,1,0,0,"Research & Development","High","Very High","High","Research Scientist","No","Good","No"
33,8,6392,8,6,2,2,2,"Sales","Low","High","Low","Sales Executive","No","Bad","No"
30,1,9714,10,4,10,8,7,"Sales","Medium","Medium","Low","Sales Executive","No","Better","Yes"
38,10,6077,10,2,6,3,2,"Human Resources","High","High","High","Human Resources","No","Better","No"
35,1,2450,3,3,3,0,2,"Research & Development","Very High","Medium","Low","Laboratory Technician","No","Better","No"
30,29,9250,9,3,4,2,3,"Sales","High","High","Medium","Sales Executive","No","Better","No"
35,2,2074,1,2,1,0,0,"Research & Development","Low","High","Low","Laboratory Technician","Yes","Better","Yes"
53,2,10169,34,4,33,7,9,"Research & Development","High","Medium","Very High","Manufacturing Director","No","Better","Yes"
38,2,4855,7,2,5,2,4,"Research & Development","High","High","Medium","Manufacturing Director","No","Better","Yes"
32,1,4087,9,3,6,5,2,"Research & Development","Very High","High","Low","Research Scientist","No","Good","No"
48,15,2367,10,3,8,2,6,"Research & Development","High","High","Low","Research Scientist","No","Good","No"
34,7,2972,1,4,1,0,0,"Research & Development","Low","High","Very High","Research Scientist","No","Bad","No"
55,26,19586,36,3,36,6,13,"Sales","High","Medium","Very High","Manager","No","Better","No"
34,1,5484,9,3,2,2,1,"Research & Development","Medium","High","Very High","Research Scientist","No","Good","No"
26,3,2061,1,5,1,0,0,"Research & Development","Low","High","Very High","Research Scientist","No","Better","No"
38,14,9924,10,3,9,8,7,"Sales","High","High","Medium","Sales Executive","No","Better","No"
38,16,4198,8,5,3,2,2,"Sales","Medium","High","Medium","Sales Executive","No","Best","No"
36,1,6815,15,5,1,0,0,"Sales","Medium","High","High","Sales Executive","No","Better","No"
29,3,4723,10,3,10,9,5,"Research & Development","Medium","High","Low","Laboratory Technician","Yes","Better","No"
35,10,6142,10,4,5,2,4,"Research & Development","Low","High","High","Healthcare Representative","Yes","Better","No"
39,6,8237,11,3,7,6,6,"Sales","Very High","Very High","High","Sales Executive","No","Better","No"
29,2,8853,6,0,6,4,3,"Research & Development","Low","High","Very High","Healthcare Representative","No","Best","No"
50,9,19331,27,2,1,0,0,"Sales","High","High","High","Manager","Yes","Better","No"
23,10,2073,4,2,2,2,2,"Research & Development","Very High","Very High","High","Research Scientist","No","Better","No"
36,6,5562,9,3,3,2,2,"Research & Development","Low","Very High","Low","Laboratory Technician","Yes","Better","No"
42,9,19613,24,2,1,0,1,"Research & Development","Very High","Medium","Very High","Manager","No","Better","No"
35,28,3407,10,3,10,9,8,"Research & Development","Medium","Very High","High","Laboratory Technician","No","Good","No"
